modul,profil,element,beruehrt_wegen,basis,url
mtb,MII_PR_MTB_Studie,ResearchStudy.identifier:DRKS.system,"min,patternUri",MII_PR_Studie_Studie,https://www.medizininformatik-initiative.de/fhir/ext/modul-mtb/StructureDefinition/mii-pr-mtb-studie
mtb,MII_PR_MTB_Studie,ResearchStudy.identifier:DRKS.value,min,MII_PR_Studie_Studie,https://www.medizininformatik-initiative.de/fhir/ext/modul-mtb/StructureDefinition/mii-pr-mtb-studie
mtb,MII_PR_MTB_Studie,ResearchStudy.identifier:EudraCT,"max,min",MII_PR_Studie_Studie,https://www.medizininformatik-initiative.de/fhir/ext/modul-mtb/StructureDefinition/mii-pr-mtb-studie
mtb,MII_PR_MTB_Studie,ResearchStudy.identifier:EudraCT.system,"min,patternUri",MII_PR_Studie_Studie,https://www.medizininformatik-initiative.de/fhir/ext/modul-mtb/StructureDefinition/mii-pr-mtb-studie
mtb,MII_PR_MTB_Studie,ResearchStudy.identifier:EudraCT.value,min,MII_PR_Studie_Studie,https://www.medizininformatik-initiative.de/fhir/ext/modul-mtb/StructureDefinition/mii-pr-mtb-studie
mtb,MII_PR_MTB_IMMUNOHISTOCHEMISTRY_HER2,Observation.code.coding,min,MII_PR_MTB_Immunohistochemistry,https://www.medizininformatik-initiative.de/fhir/ext/modul-mtb/StructureDefinition/mii-pr-mtb-immunohistochemistry-her2
mtb,MII_PR_MTB_IMMUNOHISTOCHEMISTRY_HER2,Observation.value[x]:valueCodeableConcept,type,MII_PR_MTB_Immunohistochemistry,https://www.medizininformatik-initiative.de/fhir/ext/modul-mtb/StructureDefinition/mii-pr-mtb-immunohistochemistry-her2
mtb,MII_PR_MTB_Mikrosatelliteninstabilitaet,Observation.subject,min,MII_PR_MTB_Molekularer_Biomarker,https://www.medizininformatik-initiative.de/fhir/ext/modul-mtb/StructureDefinition/mii-pr-mtb-mikrosatelliteninstabilitaet
mtb,MII_PR_MTB_BRCAness,Observation.code,"_definition,_short,definition,patternCodeableConcept,short",MII_PR_MTB_Molekularer_Biomarker,https://www.medizininformatik-initiative.de/fhir/ext/modul-mtb/StructureDefinition/mii-pr-mtb-brcaness
mtb,MII_PR_MTB_BRCAness,Observation.subject,min,MII_PR_MTB_Molekularer_Biomarker,https://www.medizininformatik-initiative.de/fhir/ext/modul-mtb/StructureDefinition/mii-pr-mtb-brcaness
mtb,MII_PR_MTB_Therapieempfehlung,MedicationRequest.status,"_definition,_short,comment,definition,short",MII_PR_Onko_Therapieempfehlung_Medikation,https://www.medizininformatik-initiative.de/fhir/ext/modul-mtb/StructureDefinition/mii-pr-mtb-therapieempfehlung
mtb,MII_PR_MTB_Therapieempfehlung,MedicationRequest.intent,"_definition,_short,definition",MII_PR_Onko_Therapieempfehlung_Medikation,https://www.medizininformatik-initiative.de/fhir/ext/modul-mtb/StructureDefinition/mii-pr-mtb-therapieempfehlung
mtb,MII_PR_MTB_Therapieempfehlung,MedicationRequest.reasonReference,slicing,MII_PR_Onko_Therapieempfehlung_Medikation,https://www.medizininformatik-initiative.de/fhir/ext/modul-mtb/StructureDefinition/mii-pr-mtb-therapieempfehlung
mtb,MII_PR_MTB_Molekularer_Biomarker,Observation.code,binding,MII_PR_MolGen_MolekularerBiomarker,https://www.medizininformatik-initiative.de/fhir/ext/modul-mtb/StructureDefinition/mii-pr-mtb-molekularer-biomarker
mtb,MII_PR_MTB_Therapieplan,CarePlan.status,"_definition,_short,comment,definition",MII_PR_Onko_Tumorkonferenz,https://www.medizininformatik-initiative.de/fhir/ext/modul-mtb/StructureDefinition/mii-pr-mtb-therapieplan
mtb,MII_PR_MTB_Therapieplan,CarePlan.created,"_definition,_short,definition,short",MII_PR_Onko_Tumorkonferenz,https://www.medizininformatik-initiative.de/fhir/ext/modul-mtb/StructureDefinition/mii-pr-mtb-therapieplan
mtb,MII_PR_MTB_Therapieplan,CarePlan.supportingInfo,slicing,MII_PR_Onko_Tumorkonferenz,https://www.medizininformatik-initiative.de/fhir/ext/modul-mtb/StructureDefinition/mii-pr-mtb-therapieplan
pros,MII_PR_PRO_PROMIS_29_Social_Function_TScore,Observation.code,patternCodeableConcept,MII_PR_PRO_Score_Instance,https://www.medizininformatik-initiative.de/fhir/ext/modul-pro/StructureDefinition/mii-pr-pro-promis-29-social-function-tscore
pros,MII_PR_PRO_PROMIS_29_Social_Function_TScore,Observation.value[x],type,MII_PR_PRO_Score_Instance,https://www.medizininformatik-initiative.de/fhir/ext/modul-pro/StructureDefinition/mii-pr-pro-promis-29-social-function-tscore
pros,MII_PR_PRO_PROMIS_29_Physical_Function_TScore,Observation.code,patternCodeableConcept,MII_PR_PRO_Score_Instance,https://www.medizininformatik-initiative.de/fhir/ext/modul-pro/StructureDefinition/mii-pr-pro-promis-29-physical-function-tscore
pros,MII_PR_PRO_PROMIS_29_Physical_Function_TScore,Observation.value[x],type,MII_PR_PRO_Score_Instance,https://www.medizininformatik-initiative.de/fhir/ext/modul-pro/StructureDefinition/mii-pr-pro-promis-29-physical-function-tscore
pros,MII_PR_PRO_PROMIS_29_Pain_Interference_TScore,Observation.code,patternCodeableConcept,MII_PR_PRO_Score_Instance,https://www.medizininformatik-initiative.de/fhir/ext/modul-pro/StructureDefinition/mii-pr-pro-promis-29-pain-interference-tscore
pros,MII_PR_PRO_PROMIS_29_Pain_Interference_TScore,Observation.value[x],type,MII_PR_PRO_Score_Instance,https://www.medizininformatik-initiative.de/fhir/ext/modul-pro/StructureDefinition/mii-pr-pro-promis-29-pain-interference-tscore
pros,MII_PR_PRO_PROMIS_29_Pain_Intensity,Observation.code,patternCodeableConcept,MII_PR_PRO_Score_Instance,https://www.medizininformatik-initiative.de/fhir/ext/modul-pro/StructureDefinition/mii-pr-pro-promis-29-pain-intensity
pros,MII_PR_PRO_PROMIS_29_Pain_Intensity,Observation.value[x],type,MII_PR_PRO_Score_Instance,https://www.medizininformatik-initiative.de/fhir/ext/modul-pro/StructureDefinition/mii-pr-pro-promis-29-pain-intensity
pros,MII_PR_PRO_Observation_PHQ_15,Observation.code,patternCodeableConcept,MII_PR_PRO_Score_Instance,https://www.medizininformatik-initiative.de/fhir/ext/modul-pro/StructureDefinition/mii-pr-pro-observation-phq-15
pros,MII_PR_PRO_Observation_PHQ_15,Observation.value[x],type,MII_PR_PRO_Score_Instance,https://www.medizininformatik-initiative.de/fhir/ext/modul-pro/StructureDefinition/mii-pr-pro-observation-phq-15
pros,MII_PR_PRO_Observation_EQ5D5L_Index,Observation.code,patternCodeableConcept,MII_PR_PRO_Score_Instance,https://www.medizininformatik-initiative.de/fhir/ext/modul-pro/StructureDefinition/mii-pr-pro-observation-eq5d5l-index
pros,MII_PR_PRO_Observation_EQ5D5L_Index,Observation.value[x],type,MII_PR_PRO_Score_Instance,https://www.medizininformatik-initiative.de/fhir/ext/modul-pro/StructureDefinition/mii-pr-pro-observation-eq5d5l-index
pros,MII_PR_PRO_Observation_EQ5D5L_Index,Observation.note,slicing,MII_PR_PRO_Score_Instance,https://www.medizininformatik-initiative.de/fhir/ext/modul-pro/StructureDefinition/mii-pr-pro-observation-eq5d5l-index
pros,MII_PR_PRO_Observation_EQ5D5L_Index,Observation.method,patternCodeableConcept,MII_PR_PRO_Score_Instance,https://www.medizininformatik-initiative.de/fhir/ext/modul-pro/StructureDefinition/mii-pr-pro-observation-eq5d5l-index
pros,MII_PR_PRO_PROMIS_29_Depression_TScore,Observation.code,patternCodeableConcept,MII_PR_PRO_Score_Instance,https://www.medizininformatik-initiative.de/fhir/ext/modul-pro/StructureDefinition/mii-pr-pro-promis-29-depression-tscore
pros,MII_PR_PRO_PROMIS_29_Depression_TScore,Observation.value[x],type,MII_PR_PRO_Score_Instance,https://www.medizininformatik-initiative.de/fhir/ext/modul-pro/StructureDefinition/mii-pr-pro-promis-29-depression-tscore
pros,MII_PR_PRO_Observation_EQ5D5L_VAS,Observation.code,patternCodeableConcept,MII_PR_PRO_Score_Instance,https://www.medizininformatik-initiative.de/fhir/ext/modul-pro/StructureDefinition/mii-pr-pro-observation-eq5d5l-vas
pros,MII_PR_PRO_Observation_EQ5D5L_VAS,Observation.value[x],type,MII_PR_PRO_Score_Instance,https://www.medizininformatik-initiative.de/fhir/ext/modul-pro/StructureDefinition/mii-pr-pro-observation-eq5d5l-vas
pros,MII_PR_PRO_Observation_EQ5D5L_VAS,Observation.method,patternCodeableConcept,MII_PR_PRO_Score_Instance,https://www.medizininformatik-initiative.de/fhir/ext/modul-pro/StructureDefinition/mii-pr-pro-observation-eq5d5l-vas
pros,MII_PR_PRO_PROMIS_29_Fatigue_TScore,Observation.code,patternCodeableConcept,MII_PR_PRO_Score_Instance,https://www.medizininformatik-initiative.de/fhir/ext/modul-pro/StructureDefinition/mii-pr-pro-promis-29-fatigue-tscore
pros,MII_PR_PRO_PROMIS_29_Fatigue_TScore,Observation.value[x],type,MII_PR_PRO_Score_Instance,https://www.medizininformatik-initiative.de/fhir/ext/modul-pro/StructureDefinition/mii-pr-pro-promis-29-fatigue-tscore
pros,MII_PR_PRO_Observation_EQ5D5L_Profile,Observation.code,patternCodeableConcept,MII_PR_PRO_Score_Instance,https://www.medizininformatik-initiative.de/fhir/ext/modul-pro/StructureDefinition/mii-pr-pro-observation-eq5d5l-profile
pros,MII_PR_PRO_Observation_EQ5D5L_Profile,Observation.value[x],"definition,min,short,type",MII_PR_PRO_Score_Instance,https://www.medizininformatik-initiative.de/fhir/ext/modul-pro/StructureDefinition/mii-pr-pro-observation-eq5d5l-profile
pros,MII_PR_PRO_Observation_EQ5D5L_Profile,Observation.method,patternCodeableConcept,MII_PR_PRO_Score_Instance,https://www.medizininformatik-initiative.de/fhir/ext/modul-pro/StructureDefinition/mii-pr-pro-observation-eq5d5l-profile
pros,MII_PR_PRO_Observation_WHODAS_12,Observation.value[x],type,MII_PR_PRO_Score_Instance,https://www.medizininformatik-initiative.de/fhir/ext/modul-pro/StructureDefinition/mii-pr-pro-observation-whodas12
pros,MII_PR_PRO_Observation_PHQ_9,Observation.code,patternCodeableConcept,MII_PR_PRO_Score_Instance,https://www.medizininformatik-initiative.de/fhir/ext/modul-pro/StructureDefinition/mii-pr-pro-observation-phq-9
pros,MII_PR_PRO_Observation_PHQ_9,Observation.value[x],type,MII_PR_PRO_Score_Instance,https://www.medizininformatik-initiative.de/fhir/ext/modul-pro/StructureDefinition/mii-pr-pro-observation-phq-9
pros,MII_PR_PRO_PROMIS_29_Anxiety_TScore,Observation.code,patternCodeableConcept,MII_PR_PRO_Score_Instance,https://www.medizininformatik-initiative.de/fhir/ext/modul-pro/StructureDefinition/mii-pr-pro-promis-29-anxiety-tscore
pros,MII_PR_PRO_PROMIS_29_Anxiety_TScore,Observation.value[x],type,MII_PR_PRO_Score_Instance,https://www.medizininformatik-initiative.de/fhir/ext/modul-pro/StructureDefinition/mii-pr-pro-promis-29-anxiety-tscore
pros,MII_PR_PRO_PROMIS_Cognitive_Function_SF4a_Raw_Score,Observation.code,patternCodeableConcept,MII_PR_PRO_Score_Instance,https://www.medizininformatik-initiative.de/fhir/ext/modul-pro/StructureDefinition/mii-pr-pro-promis-cognitive-function-sf4a-raw-score
pros,MII_PR_PRO_PROMIS_Cognitive_Function_SF4a_Raw_Score,Observation.value[x],type,MII_PR_PRO_Score_Instance,https://www.medizininformatik-initiative.de/fhir/ext/modul-pro/StructureDefinition/mii-pr-pro-promis-cognitive-function-sf4a-raw-score
pros,MII_PR_PRO_Observation_BDI_II,Observation.code,patternCodeableConcept,MII_PR_PRO_Score_Instance,https://www.medizininformatik-initiative.de/fhir/ext/modul-pro/StructureDefinition/mii-pr-pro-observation-bdi-ii
pros,MII_PR_PRO_Observation_BDI_II,Observation.value[x],type,MII_PR_PRO_Score_Instance,https://www.medizininformatik-initiative.de/fhir/ext/modul-pro/StructureDefinition/mii-pr-pro-observation-bdi-ii
pros,MII_PR_PRO_PROMIS_Cognitive_Function_SF4a_TScore,Observation.code,patternCodeableConcept,MII_PR_PRO_Score_Instance,https://www.medizininformatik-initiative.de/fhir/ext/modul-pro/StructureDefinition/mii-pr-pro-promis-cognitive-function-sf4a-tscore
pros,MII_PR_PRO_PROMIS_Cognitive_Function_SF4a_TScore,Observation.value[x],type,MII_PR_PRO_Score_Instance,https://www.medizininformatik-initiative.de/fhir/ext/modul-pro/StructureDefinition/mii-pr-pro-promis-cognitive-function-sf4a-tscore
pros,MII_PR_PRO_PROMIS_29_Sleep_Disturbance_TScore,Observation.code,patternCodeableConcept,MII_PR_PRO_Score_Instance,https://www.medizininformatik-initiative.de/fhir/ext/modul-pro/StructureDefinition/mii-pr-pro-promis-29-sleep-disturbance-tscore
pros,MII_PR_PRO_PROMIS_29_Sleep_Disturbance_TScore,Observation.value[x],type,MII_PR_PRO_Score_Instance,https://www.medizininformatik-initiative.de/fhir/ext/modul-pro/StructureDefinition/mii-pr-pro-promis-29-sleep-disturbance-tscore
kardiologie,MII_PR_Kardio_Diagnose,Condition.code.coding,slicing,MII_PR_Diagnose_Condition,https://www.medizininformatik-initiative.de/fhir/ext/modul-kardio/StructureDefinition/mii-pr-kardio-diagnose
kardiologie,MII_PR_Kardio_Diagnose,Condition.code.coding:sct.version,min,MII_PR_Diagnose_Condition,https://www.medizininformatik-initiative.de/fhir/ext/modul-kardio/StructureDefinition/mii-pr-kardio-diagnose
kardiologie,MII_PR_Kardio_Diagnose,Condition.subject,type,MII_PR_Diagnose_Condition,https://www.medizininformatik-initiative.de/fhir/ext/modul-kardio/StructureDefinition/mii-pr-kardio-diagnose
kardiologie,MII_PR_Kardio_Kardiale_Deviceimplantation,Procedure.code,comment,MII_PR_Prozedur_Procedure,https://www.medizininformatik-initiative.de/fhir/ext/modul-kardio/StructureDefinition/mii-pr-kardio-kardiale-deviceimplantation
kardiologie,MII_PR_Kardio_Kardiale_Deviceimplantation,Procedure.code.coding,slicing,MII_PR_Prozedur_Procedure,https://www.medizininformatik-initiative.de/fhir/ext/modul-kardio/StructureDefinition/mii-pr-kardio-kardiale-deviceimplantation
kardiologie,MII_PR_Kardio_Kardiale_Deviceimplantation,Procedure.code.coding:ops,binding,MII_PR_Prozedur_Procedure,https://www.medizininformatik-initiative.de/fhir/ext/modul-kardio/StructureDefinition/mii-pr-kardio-kardiale-deviceimplantation
kardiologie,MII_PR_Kardio_Kardiale_Deviceimplantation,Procedure.code.coding:sct,binding,MII_PR_Prozedur_Procedure,https://www.medizininformatik-initiative.de/fhir/ext/modul-kardio/StructureDefinition/mii-pr-kardio-kardiale-deviceimplantation
kardiologie,MII_PR_Kardio_Kardiale_Deviceimplantation,Procedure.subject,type,MII_PR_Prozedur_Procedure,https://www.medizininformatik-initiative.de/fhir/ext/modul-kardio/StructureDefinition/mii-pr-kardio-kardiale-deviceimplantation
kardiologie,MII_PR_Kardio_Kardiale_Deviceimplantation,Procedure.bodySite,"comment,min",MII_PR_Prozedur_Procedure,https://www.medizininformatik-initiative.de/fhir/ext/modul-kardio/StructureDefinition/mii-pr-kardio-kardiale-deviceimplantation
kardiologie,MII_PR_Kardio_Kardiale_Deviceimplantation,Procedure.bodySite.coding,min,MII_PR_Prozedur_Procedure,https://www.medizininformatik-initiative.de/fhir/ext/modul-kardio/StructureDefinition/mii-pr-kardio-kardiale-deviceimplantation
kardiologie,MII_PR_Kardio_Kardiale_Deviceimplantation,Procedure.bodySite.coding:snomed-ct,"binding,min",MII_PR_Prozedur_Procedure,https://www.medizininformatik-initiative.de/fhir/ext/modul-kardio/StructureDefinition/mii-pr-kardio-kardiale-deviceimplantation
kardiologie,MII_PR_Kardio_Kardiale_Deviceimplantation,Procedure.bodySite.coding:snomed-ct.version,min,MII_PR_Prozedur_Procedure,https://www.medizininformatik-initiative.de/fhir/ext/modul-kardio/StructureDefinition/mii-pr-kardio-kardiale-deviceimplantation
kardiologie,MII_PR_Kardio_Klappenvitium,Condition.severity,"binding,comment",MII_PR_Kardio_Diagnose,https://www.medizininformatik-initiative.de/fhir/ext/modul-kardio/StructureDefinition/mii-pr-kardio-klappenvitium
kardiologie,MII_PR_Kardio_Klappenvitium,Condition.code.coding:icd10-gm,binding,MII_PR_Kardio_Diagnose,https://www.medizininformatik-initiative.de/fhir/ext/modul-kardio/StructureDefinition/mii-pr-kardio-klappenvitium
kardiologie,MII_PR_Kardio_Klappenvitium,Condition.code.coding:alpha-id,binding,MII_PR_Kardio_Diagnose,https://www.medizininformatik-initiative.de/fhir/ext/modul-kardio/StructureDefinition/mii-pr-kardio-klappenvitium
kardiologie,MII_PR_Kardio_Klappenvitium,Condition.code.coding:sct,binding,MII_PR_Kardio_Diagnose,https://www.medizininformatik-initiative.de/fhir/ext/modul-kardio/StructureDefinition/mii-pr-kardio-klappenvitium
kardiologie,MII_PR_Kardio_Klappenvitium,Condition.code.coding:orphanet,max,MII_PR_Kardio_Diagnose,https://www.medizininformatik-initiative.de/fhir/ext/modul-kardio/StructureDefinition/mii-pr-kardio-klappenvitium
kardiologie,MII_PR_Kardio_Klappenvitium,Condition.code.coding:kardio,max,MII_PR_Kardio_Diagnose,https://www.medizininformatik-initiative.de/fhir/ext/modul-kardio/StructureDefinition/mii-pr-kardio-klappenvitium
lungenfunktion,MII_PR_Lungenfunktion_KCOc,Observation.partOf,type,MII_PR_Lungenfunktion_Transferkoeffizient,https://www.medizininformatik-initiative.de/fhir/ext/modul-lungenfunktion/StructureDefinition/mii-pr-lungenfunktion-kcoc
lungenfunktion,MII_PR_Lungenfunktion_KCOc,Observation.method,binding,MII_PR_Lungenfunktion_Transferkoeffizient,https://www.medizininformatik-initiative.de/fhir/ext/modul-lungenfunktion/StructureDefinition/mii-pr-lungenfunktion-kcoc
lungenfunktion,MII_PR_Lungenfunktion_KCOc,Observation.derivedFrom,type,MII_PR_Lungenfunktion_Transferkoeffizient,https://www.medizininformatik-initiative.de/fhir/ext/modul-lungenfunktion/StructureDefinition/mii-pr-lungenfunktion-kcoc
lungenfunktion,MII_PR_Lungenfunktion_KCOc,Observation.component:predicted.code.coding:sct,patternCoding,MII_PR_Lungenfunktion_Transferkoeffizient,https://www.medizininformatik-initiative.de/fhir/ext/modul-lungenfunktion/StructureDefinition/mii-pr-lungenfunktion-kcoc
lungenfunktion,MII_PR_Lungenfunktion_KCOc,Observation.component:predicted.code.coding:loinc,patternCoding,MII_PR_Lungenfunktion_Transferkoeffizient,https://www.medizininformatik-initiative.de/fhir/ext/modul-lungenfunktion/StructureDefinition/mii-pr-lungenfunktion-kcoc
lungenfunktion,MII_PR_Lungenfunktion_KCOc,Observation.component:percentPredicted.code.coding:sct,patternCoding,MII_PR_Lungenfunktion_Transferkoeffizient,https://www.medizininformatik-initiative.de/fhir/ext/modul-lungenfunktion/StructureDefinition/mii-pr-lungenfunktion-kcoc
lungenfunktion,MII_PR_Lungenfunktion_KCOc,Observation.component:percentPredicted.code.coding:loinc,patternCoding,MII_PR_Lungenfunktion_Transferkoeffizient,https://www.medizininformatik-initiative.de/fhir/ext/modul-lungenfunktion/StructureDefinition/mii-pr-lungenfunktion-kcoc
lungenfunktion,MII_PR_Lungenfunktion_PEF,Observation.partOf,type,MII_PR_Lungenfunktion_Fluss,https://www.medizininformatik-initiative.de/fhir/ext/modul-lungenfunktion/StructureDefinition/mii-pr-lungenfunktion-pef
lungenfunktion,MII_PR_Lungenfunktion_PEF,Observation.component:predicted.code.coding:sct,binding,MII_PR_Lungenfunktion_Fluss,https://www.medizininformatik-initiative.de/fhir/ext/modul-lungenfunktion/StructureDefinition/mii-pr-lungenfunktion-pef
lungenfunktion,MII_PR_Lungenfunktion_PEF,Observation.component:predicted.code.coding:loinc,binding,MII_PR_Lungenfunktion_Fluss,https://www.medizininformatik-initiative.de/fhir/ext/modul-lungenfunktion/StructureDefinition/mii-pr-lungenfunktion-pef
lungenfunktion,MII_PR_Lungenfunktion_PEF,Observation.component:percentPredicted.code.coding:sct,binding,MII_PR_Lungenfunktion_Fluss,https://www.medizininformatik-initiative.de/fhir/ext/modul-lungenfunktion/StructureDefinition/mii-pr-lungenfunktion-pef
lungenfunktion,MII_PR_Lungenfunktion_PEF,Observation.component:percentPredicted.code.coding:loinc,binding,MII_PR_Lungenfunktion_Fluss,https://www.medizininformatik-initiative.de/fhir/ext/modul-lungenfunktion/StructureDefinition/mii-pr-lungenfunktion-pef
lungenfunktion,MII_PR_Lungenfunktion_Diffusion,DiagnosticReport.code.coding:sct,patternCoding,MII_PR_Lungenfunktion_Befund,https://www.medizininformatik-initiative.de/fhir/ext/modul-lungenfunktion/StructureDefinition/mii-pr-lungenfunktion-diffusion
lungenfunktion,MII_PR_Lungenfunktion_Diffusion,DiagnosticReport.code.coding:loinc,patternCoding,MII_PR_Lungenfunktion_Befund,https://www.medizininformatik-initiative.de/fhir/ext/modul-lungenfunktion/StructureDefinition/mii-pr-lungenfunktion-diffusion
lungenfunktion,MII_PR_Lungenfunktion_Diffusion,DiagnosticReport.result,slicing,MII_PR_Lungenfunktion_Befund,https://www.medizininformatik-initiative.de/fhir/ext/modul-lungenfunktion/StructureDefinition/mii-pr-lungenfunktion-diffusion
lungenfunktion,MII_PR_Lungenfunktion_RV_TLC,Observation.partOf,type,MII_PR_Lungenfunktion_Prozent,https://www.medizininformatik-initiative.de/fhir/ext/modul-lungenfunktion/StructureDefinition/mii-pr-lungenfunktion-rvl-tlc
lungenfunktion,MII_PR_Lungenfunktion_RV_TLC,Observation.component:predicted.code.coding:sct,patternCoding,MII_PR_Lungenfunktion_Prozent,https://www.medizininformatik-initiative.de/fhir/ext/modul-lungenfunktion/StructureDefinition/mii-pr-lungenfunktion-rvl-tlc
lungenfunktion,MII_PR_Lungenfunktion_RV_TLC,Observation.component:predicted.code.coding:loinc,binding,MII_PR_Lungenfunktion_Prozent,https://www.medizininformatik-initiative.de/fhir/ext/modul-lungenfunktion/StructureDefinition/mii-pr-lungenfunktion-rvl-tlc
lungenfunktion,MII_PR_Lungenfunktion_RV_TLC,Observation.component:percentPredicted.code.coding:sct,patternCoding,MII_PR_Lungenfunktion_Prozent,https://www.medizininformatik-initiative.de/fhir/ext/modul-lungenfunktion/StructureDefinition/mii-pr-lungenfunktion-rvl-tlc
lungenfunktion,MII_PR_Lungenfunktion_RV_TLC,Observation.component:percentPredicted.code.coding:loinc,patternCoding,MII_PR_Lungenfunktion_Prozent,https://www.medizininformatik-initiative.de/fhir/ext/modul-lungenfunktion/StructureDefinition/mii-pr-lungenfunktion-rvl-tlc
lungenfunktion,MII_PR_Lungenfunktion_FEV_FVC,Observation.partOf,type,MII_PR_Lungenfunktion_Prozent,https://www.medizininformatik-initiative.de/fhir/ext/modul-lungenfunktion/StructureDefinition/mii-pr-lungenfunktion-fev-fvc
lungenfunktion,MII_PR_Lungenfunktion_FEV_FVC,Observation.derivedFrom,type,MII_PR_Lungenfunktion_Prozent,https://www.medizininformatik-initiative.de/fhir/ext/modul-lungenfunktion/StructureDefinition/mii-pr-lungenfunktion-fev-fvc
lungenfunktion,MII_PR_Lungenfunktion_FEV_FVC,Observation.component:predicted.code.coding:sct,binding,MII_PR_Lungenfunktion_Prozent,https://www.medizininformatik-initiative.de/fhir/ext/modul-lungenfunktion/StructureDefinition/mii-pr-lungenfunktion-fev-fvc
lungenfunktion,MII_PR_Lungenfunktion_FEV_FVC,Observation.component:predicted.code.coding:loinc,binding,MII_PR_Lungenfunktion_Prozent,https://www.medizininformatik-initiative.de/fhir/ext/modul-lungenfunktion/StructureDefinition/mii-pr-lungenfunktion-fev-fvc
lungenfunktion,MII_PR_Lungenfunktion_FEV_FVC,Observation.component:percentPredicted.code.coding:sct,binding,MII_PR_Lungenfunktion_Prozent,https://www.medizininformatik-initiative.de/fhir/ext/modul-lungenfunktion/StructureDefinition/mii-pr-lungenfunktion-fev-fvc
lungenfunktion,MII_PR_Lungenfunktion_FEV_FVC,Observation.component:percentPredicted.code.coding:loinc,binding,MII_PR_Lungenfunktion_Prozent,https://www.medizininformatik-initiative.de/fhir/ext/modul-lungenfunktion/StructureDefinition/mii-pr-lungenfunktion-fev-fvc
lungenfunktion,MII_PR_Lungenfunktion_Bodyplethysmographie_Messung,Procedure.category.coding:sct,patternCoding,MII_PR_Prozedur_Procedure,https://www.medizininformatik-initiative.de/fhir/ext/modul-lungenfunktion/StructureDefinition/mii-pr-lungenfunktion-bodyplethysmographie-messung
lungenfunktion,MII_PR_Lungenfunktion_Bodyplethysmographie_Messung,Procedure.code.coding:sct,patternCoding,MII_PR_Prozedur_Procedure,https://www.medizininformatik-initiative.de/fhir/ext/modul-lungenfunktion/StructureDefinition/mii-pr-lungenfunktion-bodyplethysmographie-messung
lungenfunktion,MII_PR_Lungenfunktion_Bodyplethysmographie_Messung,Procedure.subject,type,MII_PR_Prozedur_Procedure,https://www.medizininformatik-initiative.de/fhir/ext/modul-lungenfunktion/StructureDefinition/mii-pr-lungenfunktion-bodyplethysmographie-messung
lungenfunktion,MII_PR_Lungenfunktion_KCO,Observation.partOf,type,MII_PR_Lungenfunktion_Transferkoeffizient,https://www.medizininformatik-initiative.de/fhir/ext/modul-lungenfunktion/StructureDefinition/mii-pr-lungenfunktion-kco
lungenfunktion,MII_PR_Lungenfunktion_KCO,Observation.method,binding,MII_PR_Lungenfunktion_Transferkoeffizient,https://www.medizininformatik-initiative.de/fhir/ext/modul-lungenfunktion/StructureDefinition/mii-pr-lungenfunktion-kco
lungenfunktion,MII_PR_Lungenfunktion_KCO,Observation.derivedFrom,type,MII_PR_Lungenfunktion_Transferkoeffizient,https://www.medizininformatik-initiative.de/fhir/ext/modul-lungenfunktion/StructureDefinition/mii-pr-lungenfunktion-kco
lungenfunktion,MII_PR_Lungenfunktion_KCO,Observation.component:predicted.code.coding:sct,patternCoding,MII_PR_Lungenfunktion_Transferkoeffizient,https://www.medizininformatik-initiative.de/fhir/ext/modul-lungenfunktion/StructureDefinition/mii-pr-lungenfunktion-kco
lungenfunktion,MII_PR_Lungenfunktion_KCO,Observation.component:predicted.code.coding:loinc,binding,MII_PR_Lungenfunktion_Transferkoeffizient,https://www.medizininformatik-initiative.de/fhir/ext/modul-lungenfunktion/StructureDefinition/mii-pr-lungenfunktion-kco
lungenfunktion,MII_PR_Lungenfunktion_KCO,Observation.component:percentPredicted.code.coding:sct,patternCoding,MII_PR_Lungenfunktion_Transferkoeffizient,https://www.medizininformatik-initiative.de/fhir/ext/modul-lungenfunktion/StructureDefinition/mii-pr-lungenfunktion-kco
lungenfunktion,MII_PR_Lungenfunktion_KCO,Observation.component:percentPredicted.code.coding:loinc,binding,MII_PR_Lungenfunktion_Transferkoeffizient,https://www.medizininformatik-initiative.de/fhir/ext/modul-lungenfunktion/StructureDefinition/mii-pr-lungenfunktion-kco
lungenfunktion,MII_PR_Lungenfunktion_sG_Total,Observation.partOf,type,MII_PR_Lungenfunktion_1_Viskositaet,https://www.medizininformatik-initiative.de/fhir/ext/modul-lungenfunktion/StructureDefinition/mii-pr-lungenfunktion-sg-total
lungenfunktion,MII_PR_Lungenfunktion_sG_Total,Observation.component:predicted.code.coding:sct,patternCoding,MII_PR_Lungenfunktion_1_Viskositaet,https://www.medizininformatik-initiative.de/fhir/ext/modul-lungenfunktion/StructureDefinition/mii-pr-lungenfunktion-sg-total
lungenfunktion,MII_PR_Lungenfunktion_sG_Total,Observation.component:predicted.code.coding:loinc,patternCoding,MII_PR_Lungenfunktion_1_Viskositaet,https://www.medizininformatik-initiative.de/fhir/ext/modul-lungenfunktion/StructureDefinition/mii-pr-lungenfunktion-sg-total
lungenfunktion,MII_PR_Lungenfunktion_sG_Total,Observation.component:percentPredicted.code.coding:sct,patternCoding,MII_PR_Lungenfunktion_1_Viskositaet,https://www.medizininformatik-initiative.de/fhir/ext/modul-lungenfunktion/StructureDefinition/mii-pr-lungenfunktion-sg-total
